psraid,sample,state,cregion,usr,pial1a,pial1b,pial1c,pial1d,pial1e,pial2,pial3a,pial3b,pial3c,pial4,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
200590,2,53,4,S, ,1,1,1,1,2,1,2,2, ,1,1,1,35,4,2,1,3,4.1219512195122,1.37428517826134
200592,2,6,4,U, ,2,2,1,1,1,1,2,2, ,1,1,2,35,3,1,2,6,7.14634146341463,2.382636433317
200605,2,53,4,U, ,2,1,1,2,2,2,2,2, ,2,2,2,72,8,2,5,4,1.53658536585366,.512307492487957
200609,2,47,3,S, ,2,2,1,1,1,2,1,1,4,2,2,1,18,4,2,1,8,1.95121951219512,.650549196810104
200618,2,55,2,S, ,2,1,2,2,1,1,2,2, ,3,2,1,21,6,2,3,8,2.53658536585366,.845713955853135
200636,2,29,2,R, ,2,2,1,1,2,1,1,1,1,1,2,2,51,3,2,1,5,2.75609756097561,.918900740494271
200637,2,53,4,S, ,1,1,1,1,1,1,1,1,1,2,1,2,32,4,1,2,1,7.14634146341463,2.382636433317
200655,2,55,2,S, ,2,2,2,2,2,2,2,2, ,1,2,1,52,4,2,1,6,3.19512195121951,1.06527430977654
200663,2,48,3,S, ,1,1,1,1,1,1,1,2, ,1,2,1,52,3,2,1,8,5.60975609756098,1.87032894082905
200664,2,17,2,U, ,1,1,1,2,1,1,1,1,1,9,1,2,99,6,2,4,99,4.14634146341463,1.38241704322147
200666,2,27,2,S, ,2,2,2,2,2,2,2,2, ,3,2,2,49,3,2,2,1,2.68292682926829,.894505145613893
200673,2,21,3,R, ,1,9,1,2,1,2,2,1,1,3,2,2,53,6,1,1,1,4.39024390243903,1.46373569282273
200675,2,41,4,R, ,2,2,2,2,2,1,2,2, ,1,2,1,65,3,2,1,6,1.31707317073171,.43912070784682
200676,2,6,4,S, ,1,2,2,2,2,2,4,4, ,3,2,1,77,4,2,1,4,1.65853658536585,.552966817288588
200681,2,8,4,S, ,2,2,1,2,1,2,2,2, ,3,2,2,54,8,2,1,9,1.8780487804878,.626153601929725
200683,2,8,4,S, ,2,2,2,2,2,1,2,2, ,3,2,1,79,8,2,1,3,1.19512195121951,.398461383046189
200686,2,49,4,R, ,2,1,1,1,2,2,2,2, ,3,2,2,67,5,2,1,1,1.21951219512195,.406593248006315
200696,2,48,3,S, ,1,1,1,1,1,1,1,1,3,1,1,1,27,8,2,2,4,6.48780487804878,2.1630760793936
200697,2,29,2,U, ,2,2,1,1,2,1,2,2, ,1,2,1,60,4,2,1,6,2.78048780487805,.927032605454398
200700,2,29,2,R, ,1,1,2,1,2,1,2,2, ,3,2,1,37,3,2,1,6,3.63414634146342,1.21164787905882
200717,2,17,2,U, ,2,2,2,1,1,2,1,1,1,1,2,1,27,3,2,1,6,3.4390243902439,1.14659295937781
200718,2,22,3,U, ,2,2,2,2,2,2,2,2, ,2,2,2,52,2,2,2,1,7.14634146341463,2.382636433317
200719,2,17,2,U, ,1,1,1,1,1,1,2,1,1,3,1,2,32,3,2,1,4,7.14634146341463,2.382636433317
200730,2,37,3,U, ,2,2,2,1,2,2,2,2, ,3,2,2,58,6,2,1,5,2.19512195121951,.731867846411367
200738,2,48,3,U, ,2,1,2,2,1,2,2,2, ,1,2,1,45,6,2,1,4,2.78048780487805,.927032605454398
200739,2,1,3,R, ,2,2,2,2,2,2,2,2, ,3,1,2,99,3,2,1,5,2.19512195121951,.731867846411367
200742,2,30,4,R, ,2,2,1,1,2,2,2,2, ,3,1,1,34,8,2,1,2,2.87804878048781,.959560065294903
200743,2,6,4,U, ,2,2,2,2,2,2,4,2, ,3,2,1,50,3,2,4,1,2.48780487804878,.829450225932882
200749,2,17,2,U, ,2,2,2,1,1,1,2,2, ,1,1,2,25,1,2,1,2,3.60975609756098,1.20351601409869
200754,2,22,3,S, ,2,2,2,2,1,2,2,2, ,1,1,1,47,6,2,1,9,1.31707317073171,.43912070784682
200758,2,8,4,S, ,2,2,1,2,1,2,1,1,4,1,2,1,36,6,2,1,8,1.60975609756098,.536703087368336
200759,2,19,2,U, ,1,2,1,2,1,2,1,1,4,3,2,2,70,4,2,1,4,2.60975609756098,.870109550733514
200761,2,48,3,U, ,2,2,2,1,1,2,2,2, ,1,1,1,48,3,2,1,4,7.14634146341463,2.382636433317
200765,2,53,4,R, ,2,2,1,2,2,1,2,2, ,2,2,1,21,4,2,1,4,1.70731707317073,.569230547208841
200768,2,6,4,U, ,2,2,2,1,1,1,1,1,2,1,2,1,23,3,1,1,3,7.14634146341463,2.382636433317
200771,2,28,3,R, ,2,2,2,2,1,2,2,2, ,1,1,1,60,3,2,2,2,2.29268292682927,.764395306251872
200772,2,41,4,S, ,2,2,1,1,2,1,2,2, ,3,1,2,27,5,2,2,2,1.78048780487805,.59362614208922
200790,2,6,4,S, ,2,2,1,2,1,2,2,2, ,3,2,1,18,3,2,1,3,1.5609756097561,.520439357448083
200796,2,53,4,R, ,2,2,2,2,2,1,2,2, ,3,2,2,70,4,2,1,6,1.95121951219512,.650549196810104
200797,2,40,3,R, ,2,2,2,2,2,2,2,2, ,3,2,2,61,3,2,1,2,3.53658536585366,1.17912041921831
200809,2,35,4,R, ,1,1,1,1,1,1,2,2, ,1,1,2,31,5,1,1,3,2.60975609756098,.870109550733514
200811,2,53,4,U, ,2,2,1,2,1,2,2,2, ,1,1,1,42,3,2,1,6,2.63414634146341,.87824141569364
200814,2,30,4,R, ,2,2,2,1,2,2,2,2, ,1,1,2,47,6,2,1,5,1,.333406463365178
200815,2,53,4,R, ,2,1,1,1,1,1,2,2, ,1,2,1,21,5,1,6,4,2.68292682926829,.894505145613893
200820,2,35,4,R, ,1,1,2,1,1,1,2,2, ,1,1,2,26,4,2,1,99,4,1.33362585346071
200823,2,8,4,S, ,2,1,1,1,1,2,1,1,3,2,2,1,19,3,2,1,4,2.68292682926829,.894505145613893
200826,2,6,4,S, ,2,1,1,2,1,2,1,2, ,3,2,1,71,8,2,1,9,1.21951219512195,.406593248006315
200840,2,6,4,S, ,2,2,1,1,1,2,1,1,1,3,2,1,20,3,2,1,9,3.65853658536585,1.21977974401894
200855,2,49,4,S, ,2,2,2,1,1,3,2,2, ,1,1,1,48,5,1,1,6,7.1219512195122,2.37450456835688
200860,2,4,4,U, ,2,2,1,1,1,1,2,2, ,3,2,1,20,4,1,1,6,2.53658536585366,.845713955853135
200861,2,4,4,U, ,2,2,1,2,1,2,2,2, ,9,2,2,99,3,1,1,99,6.1219512195122,2.0410981049917
200865,2,38,2,R, ,2,2,2,2,1,2,2,2, ,1,2,2,52,5,2,1,9,4.46341463414634,1.48813128770311
200867,2,6,4,R, ,2,1,1,1,1,1,1,2, ,1,2,2,23,6,1,6,3,3.29268292682927,1.09780176961705
200868,2,35,4,S, ,1,1,1,1,1,1,1,1,3,2,1,2,30,4,1,1,3,6.24390243902439,2.08175742979233
200869,2,8,4,R, ,2,2,2,2,2,2,2,2, ,3,2,2,60,6,2,1,3,1,.333406463365178
200876,2,6,4,S, ,2,2,2,2,2,2,2,2, ,1,1,2,43,4,2,1,6,3.82926829268293,1.27670279873983
200877,2,6,4,S, ,1,1,2,2,1,2,2,2, ,1,2,1,44,8,2,1,9,2.34146341463415,.780659036172124
200886,2,42,1,S, ,2,1,2,1,2,2,2,2, ,3,2,1,44,1,1,6,3,4.41463414634146,1.47186755778286
200889,2,26,2,R, ,2,2,2,2,1,1,2,2, ,1,2,1,63,8,2,1,6,1,.333406463365178
200896,2,36,1,U, ,1,1,1,1,1,1,2,2, ,3,1,2,33,4,2,4,3,5.60975609756098,1.87032894082905
200897,2,26,2,U, ,2,2,2,1,1,2,2,2, ,3,2,1,38,3,2,2,1,1.63414634146341,.544834952328462
200898,2,42,1,S, ,1,1,1,1,1,2,1,1,1,3,1,2,41,6,2,1,9,2.21951219512195,.739999711371493
200899,2,26,2,S, ,2,2,2,2,2,2,2,2, ,1,2,1,61,3,2,1,8,5.63414634146341,1.87846080578917
200906,2,18,2,U, ,2,2,1,2,2,2,2,2, ,1,2,1,25,4,2,1,1,3.70731707317073,1.2360434739392
200911,2,34,1,S, ,2,1,1,1,1,1,2,2, ,1,1,2,53,6,2,1,7,1.8780487804878,.626153601929725
200917,2,36,1,U, ,2,2,1,2,1,1,2,2, ,1,2,2,37,8,2,1,99,4.07317073170732,1.35802144834109
200925,2,24,3,U, ,2,1,1,1,1,2,2,2, ,1,2,1,23,6,2,4,3,5.21951219512195,1.74021910146703
200928,2,12,3,U, ,2,2,2,2,1,2,2,2, ,2,1,2,23,3,2,1,1,2.1219512195122,.707472251530988
200929,2,12,3,U, ,2,1,2,2,1,1,2,2, ,1,1,1,33,3,2,1,4,7.14634146341463,2.382636433317
200933,2,42,1,U, ,2,2,2,2,2,2,2,2, ,3,1,2,54,3,9,9,2,7.14634146341463,2.382636433317
200936,2,45,3,S, ,2,2,1,1,1,1,1,1,1,1,2,1,21,4,2,1,3,2.63414634146341,.87824141569364
200937,2,12,3,U, ,2,2,1,1,1,1,1,1,2,3,1,2,35,5,2,1,5,7.14634146341463,2.382636433317
200939,2,36,1,U, ,2,2,1,1,1,2,2,2, ,1,1,1,47,3,2,2,4,4.4390243902439,1.47999942274299
200941,2,12,3,S, ,1,1,2,1,2,1,2,2, ,1,1,1,40,6,2,1,8,3.75609756097561,1.25230720385945
200947,2,36,1,S, ,2,2,2,2,1,2,1,1,8,1,2,1,99,9,9,9,99,3.58536585365854,1.19538414913857
200955,2,42,1,S, ,2,2,2,2,1,2,2,2, ,3,2,2,55,3,2,1,3,1.63414634146341,.544834952328462
200961,2,36,1,U, ,1,1,1,2,1,2,2,2, ,3,1,1,38,2,2,2,8,4.24390243902439,1.41494450306198
200962,2,26,2,S, ,8,8,1,2,8,8,2,2, ,3,2,1,65,3,2,2,5,3.80487804878049,1.2685709337797
200970,2,23,1,S, ,2,1,2,2,1,2,1,1,1,2,2,2,19,3,2,1,1,2.90243902439024,.967691930255029
200973,2,12,3,U, ,2,2,2,2,1,2,1,1,1,2,2,1,23,5,2,1,2,2.63414634146341,.87824141569364
200975,2,20,2,S, ,2,1,2,2,1,2,2,1,4,1,1,1,40,8,2,3,7,2.17073170731707,.72373598145124
200977,2,55,2,S, ,2,2,2,2,2,2,2,2, ,3,2,2,83,2,2,1,1,3.51219512195122,1.17098855425819
200997,2,9,1,U, ,2,2,2,1,1,1,1,1,1,1,1,1,51,5,2,1,7,2.63414634146341,.87824141569364
200998,2,25,1,S, ,2,2,2,2,2,2,2,2, ,1,2,1,60,8,2,1,7,2.65853658536585,.886373280653766
201006,2,37,3,R, ,2,1,1,2,2,1,2,2, ,1,2,2,22,6,2,1,5,3.24390243902439,1.0815380396968
201010,2,34,1,S, ,2,1,2,2,2,2,2,2, ,1,2,2,64,6,2,1,8,2.36585365853659,.788790901132251
201015,2,55,2,R, ,2,2,2,2,2,2,2,2, ,1,2,1,59,6,2,1,7,1.14634146341463,.382197653125936
201017,2,1,3,U, ,2,1,1,1,1,2,2,2, ,1,1,1,28,8,2,2,5,3.53658536585366,1.17912041921831
201018,2,48,3,S, ,1,1,1,1,1,1,1,1,4,3,1,2,32,4,2,1,2,4.73170731707317,1.5775818022645
201019,2,55,2,S, ,2,2,1,2,1,1,1,1,3,1,2,1,51,4,2,1,6,4.29268292682927,1.43120823298223
201025,2,20,2,R, ,2,2,1,1,1,1,1,2, ,1,2,1,21,4,2,1,1,1.75609756097561,.585494277129093
201037,2,48,3,S, ,2,1,1,1,1,1,1,1,4,1,1,2,31,5,1,2,3,7.14634146341463,2.382636433317
201043,2,17,2,U, ,2,1,2,1,1,2,1,1,4,3,1,1,41,2,2,2,1,6.95121951219512,2.31758151363599
201048,2,12,3,U, ,2,2,1,2,1,2,1,1,4,1,1,1,35,5,2,1,6,4.31707317073171,1.43934009794235
201053,2,47,3,S, ,2,2,2,2,2,1,2,2, ,1,1,2,41,2,2,2,6,4.97560975609756,1.65890045186576
201055,2,40,3,S, ,2,2,2,1,2,2,2,2, ,3,1,2,32,2,2,2,1,5.51219512195122,1.83780148098854
201059,2,28,3,S, ,2,2,2,2,2,2,2,2, ,3,2,1,68,3,2,1,5,2.31707317073171,.772527171211998
201068,2,18,2,S, ,2,2,2,2,1,1,1,1,4,2,2,2,22,4,2,3,7,2.82926829268293,.94329633537465
201070,2,37,3,U, ,1,2,1,2,2,2,2,4, ,3,2,1,74,8,2,1,5,1,.333406463365178
201072,2,12,3,S, ,2,1,2,2,1,2,2,2, ,3,2,1,67,6,2,1,5,2.26829268292683,.756263441291746
201074,2,55,2,S, ,2,2,2,2,2,1,2,2, ,1,1,1,51,3,2,1,8,4.97560975609756,1.65890045186576
201077,2,26,2,R, ,2,2,2,2,2,2,2,2, ,3,2,1,71,9,2,1,3,1.53658536585366,.512307492487957
201079,2,27,2,S, ,2,2,2,1,2,1,2,2, ,3,2,1,68,6,2,1,4,1.95121951219512,.650549196810104
201080,2,49,4,R, ,2,1,1,2,1,2,2,2, ,2,2,1,21,4,2,1,4,1.26829268292683,.422856977926567
201084,2,16,4,S, ,2,2,2,2,1,1,1,1,1,3,2,2,19,4,2,1,7,1.60975609756098,.536703087368336
201088,2,4,4,R, ,2,2,1,1,1,2,2,2, ,1,2,1,58,6,2,1,7,1,.333406463365178
201094,2,17,2,U, ,1,2,1,1,1,2,1,1,4,1,2,1,35,8,2,1,8,4.09756097560976,1.36615331330122
201103,2,49,4,U, ,1,2,1,1,1,2,1,1,2,2,1,2,42,8,2,1,99,3.5609756097561,1.18725228417844
201104,2,31,2,R, ,2,2,2,2,2,2,2,2, ,1,2,1,59,4,2,1,7,1.31707317073171,.43912070784682
201110,2,1,3,R, ,2,2,2,2,2,1,2,2, ,1,2,1,59,3,2,1,2,4.92682926829268,1.64263672194551
201116,2,49,4,U, ,1,1,1,1,1,1,2,2, ,1,2,1,60,6,2,1,8,2,.666812926730356
201119,2,37,3,U, ,2,1,1,1,2,1,1,1,4,3,1,2,42,4,2,1,6,7.14634146341463,2.382636433317
201126,2,49,4,U, ,1,1,1,1,2,2,2,2, ,3,1,2,23,4,2,1,3,2.65853658536585,.886373280653766
201138,2,21,3,S, ,2,2,1,1,1,1,2,1,2,3,2,2,50,4,2,1,7,4.19512195121951,1.39868077314172
201142,2,39,2,S, ,1,2,2,2,2,2,2,2, ,2,2,2,66,4,2,1,4,1.60975609756098,.536703087368336
201148,2,12,3,U, ,2,1,2,2,1,1,1,1,1,1,2,1,41,8,1,2,6,5.90243902439024,1.96791132035056
201151,2,47,3,R, ,2,2,2,2,1,2,2,2, ,2,2,2,50,4,2,1,9,5.17073170731707,1.72395537154677
201154,2,42,1,R, ,1,1,2,1,2,1,2,2, ,1,2,1,52,4,9,9,6,4.34146341463415,1.44747196290248
201157,2,42,1,S, ,2,2,2,2,1,1,2,1,1,3,2,1,53,4,2,1,1,3.14634146341463,1.04901057985629
201162,2,37,3,R, ,2,2,2,1,1,2,1,1,1,3,1,2,24,2,1,1,2,5.36585365853659,1.78901029122779
201172,2,16,4,R, ,2,2,1,1,1,1,1,2, ,3,2,1,21,5,2,1,8,1.26829268292683,.422856977926567
201173,2,26,2,S, ,2,2,2,2,2,2,2,2, ,3,2,1,74,5,2,1,7,1.65853658536585,.552966817288588
201183,2,32,4,S, ,1,1,2,1,2,2,2,2, ,3,2,1,21,4,2,3,4,2.39024390243902,.796922766092377
201189,2,21,3,S, ,2,2,2,2,1,2,2,1,1,1,1,2,43,6,2,1,6,2.68292682926829,.894505145613893
201190,2,6,4,S, ,1,1,1,1,1,2,2,2, ,1,1,2,44,6,2,1,7,2.73170731707317,.910768875534145
201204,2,4,4,R, ,2,2,2,2,2,1,2,4, ,1,2,1,53,5,2,1,2,1.39024390243902,.463516302727199
201209,2,53,4,S, ,2,2,1,2,2,1,4,4, ,2,1,2,37,3,2,1,6,5.90243902439024,1.96791132035056
201217,2,48,3,S, ,2,1,1,1,2,2,2,2, ,3,2,1,24,4,1,6,99,2.36585365853659,.788790901132251
201218,2,35,4,R, ,1,1,1,1,1,1,2,2, ,1,2,2,19,3,2,1,2,1.36585365853659,.455384437767073
201226,2,6,4,U, ,2,2,2,1,1,2,2,2, ,2,2,1,24,4,2,2,3,1.31707317073171,.43912070784682
201231,2,35,4,R, ,1,1,1,2,1,1,2,2, ,1,2,1,61,8,1,1,8,2.39024390243902,.796922766092377
201233,2,18,2,S, ,2,2,2,1,1,1,1,1,1,1,2,1,27,8,2,3,6,4.09756097560976,1.36615331330122
201235,2,6,4,U, ,2,1,1,1,1,2,2,2, ,3,1,2,48,6,2,1,1,2.31707317073171,.772527171211998
201257,2,29,2,U, ,2,2,1,2,2,1,1,2, ,2,2,1,35,4,1,1,1,6.4390243902439,2.14681234947334
201282,2,26,2,S, ,2,2,1,1,1,2,1,1,3,1,1,1,42,6,2,1,9,2.29268292682927,.764395306251872
201284,2,41,4,S, ,2,2,2,2,2,1,2,2, ,3,2,2,50,4,2,1,2,5.70731707317073,1.90285640066955
201286,2,29,2,S, ,1,1,1,1,1,2,1,1,2,1,1,1,34,6,2,1,6,3.73170731707317,1.24417533889932
201290,2,37,3,R, ,2,2,1,2,1,2,2,1,1,1,1,2,22,3,2,1,3,2.63414634146341,.87824141569364
201291,2,48,3,U, ,2,1,1,1,1,1,2,1,4,3,1,1,32,3,2,1,3,5.31707317073171,1.77274656130753
201301,2,1,3,U, ,1,1,1,1,1,2,1,1,1,1,1,2,54,5,2,2,6,5.53658536585366,1.84593334594867
201304,2,6,4,U, ,2,1,1,2,1,1,2,2, ,1,1,2,48,8,1,1,9,5.36585365853659,1.78901029122779
201305,2,48,3,S, ,2,2,1,1,1,1,2,2, ,1,2,1,60,8,2,2,4,1.17073170731707,.390329518086062
201310,2,41,4,S, ,1,1,2,1,1,1,1,1,2,1,1,1,50,6,2,3,9,1.85365853658537,.618021736969599
201311,2,36,1,R, ,2,2,2,1,2,1,2,2, ,1,2,1,56,4,2,1,99,1.14634146341463,.382197653125936
201312,2,6,4,U, ,2,1,2,2,1,2,1,1,1,3,1,2,46,8,2,1,7,1.82926829268293,.609889872009472
201317,2,6,4,S, ,1,1,1,1,1,1,1,1,4,3,2,1,31,4,1,1,7,7.14634146341463,2.382636433317
201318,2,48,3,U, ,1,1,2,2,1,2,2,2, ,3,2,2,21,3,1,1,1,7.09756097560976,2.36637270339675
201319,2,6,4,S, ,2,2,1,1,1,2,1,1,4,3,2,1,18,3,1,4,4,3.31707317073171,1.10593363457718
201324,2,53,4,S, ,2,2,2,2,2,2,2,2, ,3,2,2,52,3,2,1,5,7.14634146341463,2.382636433317
201333,2,16,4,R, ,1,1,1,1,2,1,2,2, ,1,2,2,51,3,2,1,7,2.70731707317073,.902637010574019
201357,2,6,4,S, ,2,1,1,1,2,1,2,2, ,1,2,2,60,8,2,1,7,1.19512195121951,.398461383046189
201359,2,17,2,U, ,2,2,2,2,1,2,2,2, ,3,2,1,42,3,2,1,4,6.29268292682927,2.09802115971258
201361,2,49,4,U, ,1,1,1,1,1,1,2,2, ,2,2,2,21,5,1,2,3,4.14634146341463,1.38241704322147
201362,2,48,3,U, ,2,2,2,1,2,2,2,2, ,3,2,2,50,6,1,1,6,7.14634146341463,2.382636433317
201368,2,6,4,U, ,1,1,2,2,1,2,1,2, ,2,1,2,33,8,2,1,6,3.34146341463415,1.1140654995373
201374,2,54,3,U, ,1,1,2,2,1,2,2,2, ,2,2,1,26,5,2,1,3,4.29268292682927,1.43120823298223
201377,2,53,4,R, ,2,2,2,2,2,2,2,2, ,1,2,2,52,3,2,1,4,2.70731707317073,.902637010574019
201385,2,32,4,S, ,1,2,1,2,1,1,1,1,1,1,2,1,51,6,2,1,9,2.34146341463415,.780659036172124
201386,2,6,4,U, ,2,2,2,2,1,2,2,2, ,1,2,1,57,4,1,6,5,5.65853658536585,1.8865926707493
201391,2,6,4,S, ,2,2,2,2,2,2,2,2, ,3,2,2,29,3,2,1,4,4.09756097560976,1.36615331330122
201395,2,53,4,U, ,2,2,1,2,1,2,1,1,8,2,2,2,24,8,2,4,99,1.65853658536585,.552966817288588
201400,2,6,4,S, ,2,2,2,2,2,2,2,2, ,3,2,1,65,4,2,2,6,1,.333406463365178
201414,2,53,4,S, ,2,2,2,2,2,2,2,2, ,2,2,2,66,2,2,1,3,2.48780487804878,.829450225932882
201416,2,32,4,S, ,2,2,1,1,2,2,2,2, ,3,1,2,41,5,2,2,4,3.41463414634146,1.13846109441768
201417,2,53,4,U, ,2,1,1,1,1,1,1,1,3,1,1,2,24,5,2,1,6,2.58536585365854,.861977685773387
201423,2,6,4,S, ,1,2,1,2,2,2,2,2, ,3,2,2,74,6,2,1,9,1.63414634146341,.544834952328462
201438,2,6,4,U, ,2,2,2,2,2,2,2,2, ,3,2,2,70,3,1,1,5,7.14634146341463,2.382636433317
201442,2,17,2,S, ,2,2,1,2,1,2,2,2, ,1,2,2,48,6,2,2,4,1.5609756097561,.520439357448083
201443,2,6,4,S, ,2,2,1,2,2,2,2,2, ,2,2,1,58,5,2,1,5,1.97560975609756,.65868106177023
201444,2,17,2,S, ,1,2,2,1,2,2,2,2, ,3,2,2,69,3,2,1,4,2.1219512195122,.707472251530988
201448,2,26,2,S, ,2,2,1,2,1,1,1,1,1,2,2,1,25,8,2,1,1,3.73170731707317,1.24417533889932
201454,2,36,1,S, ,1,1,1,1,1,1,2,2, ,3,2,1,27,3,2,1,3,5.02439024390244,1.67516418178602
201463,2,5,3,R, ,2,2,2,2,2,1,2,2, ,3,2,2,55,1,2,1,3,2.63414634146341,.87824141569364
201467,2,6,4,U, ,1,1,1,1,1,1,1,1,3,1,2,1,21,4,1,6,7,4.63414634146341,1.545054342424
201468,2,6,4,S, ,2,1,1,2,1,1,1,1,3,3,2,1,18,5,2,3,1,3.41463414634146,1.13846109441768
201473,2,19,2,U, ,1,2,1,1,2,1,2,2, ,2,2,2,67,8,2,1,6,1.17073170731707,.390329518086062
201474,2,29,2,R, ,2,2,2,2,2,1,2,2, ,1,2,2,59,3,2,1,3,3.07317073170732,1.02461498497591
201480,2,53,4,S, ,2,2,2,2,1,1,2,1,8,3,2,1,65,8,2,1,4,1.90243902439024,.634285466889851
201486,2,6,4,U, ,2,2,1,1,1,2,2,2, ,1,2,1,21,3,1,6,4,7.14634146341463,2.382636433317
201498,2,48,3,S, ,2,2,1,1,1,2,2,2, ,2,2,2,18,4,2,1,3,2.75609756097561,.918900740494271
201499,2,17,2,U, ,2,2,2,1,1,2,2,2, ,1,2,2,65,8,2,2,5,1.17073170731707,.390329518086062
201501,2,48,3,S, ,2,1,1,2,1,2,2,2, ,1,1,1,53,6,2,1,9,4.95121951219512,1.65076858690564
201505,2,17,2,R, ,2,2,2,2,2,2,2,2, ,2,2,2,71,4,2,1,2,1.24390243902439,.414725112966441
201515,2,49,4,S, ,2,1,2,2,1,2,2,2, ,1,2,1,21,3,2,1,4,3.92682926829268,1.30923025858033
201521,2,19,2,R, ,2,2,2,2,8,2,2,2, ,3,2,1,77,3,2,1,2,3.21951219512195,1.07340617473667
201522,2,48,3,S, ,2,2,2,2,8,2,2,2, ,3,2,2,72,4,2,2,1,1.85365853658537,.618021736969599
201526,2,55,2,U, ,2,2,1,2,1,1,1,1,1,2,2,2,18,3,2,3,1,3.51219512195122,1.17098855425819
201534,2,31,2,S, ,2,2,2,2,2,1,2,2, ,2,2,2,62,4,2,1,5,3.1219512195122,1.04087871489617
201535,2,19,2,S, ,2,2,2,2,2,2,2,2, ,1,2,1,60,8,2,1,7,1,.333406463365178
201547,2,47,3,U, ,2,2,1,1,2,2,2,2, ,3,2,1,46,6,2,5,8,2.97560975609756,.992087525135408
201555,2,17,2,U, ,2,1,1,1,2,2,1,4, ,3,2,1,20,3,1,1,9,5.85365853658537,1.95164759043031
201569,2,4,4,R, ,2,2,2,2,2,2,2,2, ,3,2,2,68,6,2,1,5,1.04878048780488,.349670193285431
201579,2,53,4,S, ,2,2,2,2,2,2,2,2, ,1,1,1,30,2,2,1,7,4.48780487804878,1.49626315266324
201586,2,8,4,R, ,1,2,1,1,2,2,2,2, ,1,1,1,35,8,2,1,6,1.70731707317073,.569230547208841
201589,2,16,4,S, ,2,2,1,1,1,1,2,1,2,3,2,2,18,3,2,1,2,2.09756097560976,.699340386570862
201590,2,49,4,R, ,1,2,2,2,1,1,2,1,4,3,1,2,28,6,2,1,4,4.1219512195122,1.37428517826134
201591,2,6,4,U, ,2,1,2,2,2,2,2,2, ,3,2,2,75,6,2,1,99,1,.333406463365178
201592,2,6,4,S, ,2,2,2,1,2,2,2,2, ,2,2,1,35,3,1,5,2,5.24390243902439,1.74835096642715
201595,2,45,3,R, ,2,2,1,2,1,1,1,2, ,1,2,1,52,6,2,1,7,2.78048780487805,.927032605454398
201599,2,36,1,U, ,2,2,2,2,1,2,2,2, ,3,2,1,62,8,2,2,2,2.92682926829268,.975823795215156
201608,2,34,1,S, ,1,1,1,1,1,1,2,2, ,1,1,1,38,4,1,1,8,6.51219512195122,2.17120794435372
