psraid,sample,state,cregion,usr,pial1a,pial1b,pial1c,pial1d,pial1e,pial2,pial3a,pial3b,pial3c,pial4,employ,par,sex,age,educ2,hisp,race,inc,weight,standwt
201614,2,34,1,S, ,2,2,1,1,1,1,1,1,1,1,2,1,21,4,2,1,3,2.36585365853659,.788790901132251
201625,2,10,3,S, ,2,2,2,2,2,2,2,2, ,1,1,1,47,3,2,2,4,4.70731707317073,1.56944993730438
201631,2,36,1,U, ,2,2,2,1,1,2,2,2, ,2,2,1,22,6,2,3,4,2.75609756097561,.918900740494271
201632,2,39,2,U, ,2,2,2,1,1,2,1,1,8,2,2,2,26,8,2,1,4,6.09756097560976,2.03296624003157
201633,2,36,1,U, ,2,2,1,2,2,2,2,2, ,2,1,1,58,3,1,4,3,4.90243902439024,1.63450485698539
201634,2,12,3,S, ,1,1,1,1,2,1,2,2, ,2,9,1,36,3,1,2,1,7.14634146341463,2.382636433317
201638,2,39,2,S, ,2,2,1,1,1,2,2,2, ,1,2,1,27,6,2,1,6,3.82926829268293,1.27670279873983
201645,2,36,1,U, ,2,2,2,2,1,2,2,2, ,1,2,1,57,4,2,1,6,3.04878048780488,1.01648312001579
201649,2,37,3,R, ,2,2,2,1,2,2,2,2, ,2,2,1,21,4,2,1,2,2.63414634146341,.87824141569364
201653,2,18,2,U, ,2,2,1,1,8,1,2,1,4,3,2,1,18,2,2,1,2,2.75609756097561,.918900740494271
201656,2,51,3,U, ,2,2,1,1,1,2,2,1,4,1,1,1,24,3,2,1,3,2.87804878048781,.959560065294903
201666,2,22,3,S, ,1,1,1,1,1,1,1,1,1,1,1,2,31,3,2,1,6,4.17073170731707,1.3905489081816
201668,2,5,3,S, ,1,2,2,1,1,2,2,2, ,1,1,1,32,6,2,1,7,3.41463414634146,1.13846109441768
201670,2,13,3,U, ,1,2,1,2,1,1,2,2, ,3,2,1,59,3,2,1,7,2.97560975609756,.992087525135408
201671,2,5,3,U, ,1,2,1,2,1,1,1,2, ,1,2,2,25,6,2,1,6,6.19512195121951,2.06549369987208
201692,2,27,2,U, ,1,2,2,2,1,2,2,2, ,2,2,1,19,3,2,1,4,5.04878048780488,1.68329604674614
201695,2,37,3,U, ,2,1,2,2,1,2,1,1,4,1,1,1,99,4,2,1,99,1.95121951219512,.650549196810104
201703,2,22,3,U, ,2,2,1,1,1,2,2,2, ,1,1,1,22,3,2,1,2,2.36585365853659,.788790901132251
201704,2,12,3,S, ,2,1,1,1,1,2,2,2, ,1,1,1,54,6,2,1,7,1.68292682926829,.561098682248714
201710,2,12,3,U, ,2,2,2,2,1,2,2,2, ,1,2,1,45,5,2,2,5,5.95121951219512,1.98417505027082
201716,2,28,3,S, ,1,1,1,1,1,1,2,2, ,2,2,2,18,3,2,4,2,3.68292682926829,1.22791160897907
201721,2,19,2,U, ,1,2,1,1,2,2,2,2, ,1,1,1,43,4,2,1,6,3.1219512195122,1.04087871489617
201727,2,47,3,U, ,2,1,2,2,1,1,2,2, ,1,1,1,32,4,2,1,2,4.29268292682927,1.43120823298223
201728,2,26,2,S, ,1,1,1,1,1,1,1,2, ,1,1,1,56,6,2,1,3,2.70731707317073,.902637010574019
201730,2,37,3,U, ,2,2,1,2,2,2,2,2, ,1,1,1,42,3,2,1,4,5.48780487804878,1.82966961602842
201734,2,9,1,S, ,2,2,2,2,8,1,2,2, ,1,1,1,46,3,2,2,4,3.53658536585366,1.17912041921831
201735,2,48,3,U, ,1,1,1,2,1,2,1,2, ,1,2,2,43,6,2,2,7,2.65853658536585,.886373280653766
201737,2,23,1,R, ,2,1,1,1,1,1,1,1,1,1,1,2,29,3,1,6,3,4.26829268292683,1.4230763680221
201738,2,51,3,U, ,2,2,2,2,2,1,2,2, ,3,2,1,63,6,2,1,6,1.41463414634146,.471648167687325
201744,2,36,1,U, ,2,1,1,2,1,1,1,1,4,1,2,2,23,6,2,1,4,4.92682926829268,1.64263672194551
201748,2,18,2,R, ,2,2,1,1,1,1,1,1,4,2,2,2,66,3,2,1,99,1.68292682926829,.561098682248714
201750,2,36,1,R, ,2,2,2,1,2,2,2,2, ,2,2,1,53,3,2,1,2,2.34146341463415,.780659036172124
201751,2,12,3,S, ,1,2,2,2,2,1,2,2, ,3,2,1,60,6,2,1,6,1.41463414634146,.471648167687325
201758,2,26,2,U, ,2,2,2,2,2,1,2,2, ,3,2,2,83,4,2,1,2,1.60975609756098,.536703087368336
201759,2,18,2,R, ,2,2,2,2,2,2,2,2, ,3,2,1,64,3,2,1,2,3.26829268292683,1.08966990465692
201766,2,42,1,U, ,2,1,1,1,1,1,1,1,4,2,2,2,21,4,1,5,2,4.07317073170732,1.35802144834109
201769,2,42,1,S, ,2,2,2,2,1,2,2,2, ,1,2,2,54,4,1,6,2,7.14634146341463,2.382636433317
201792,2,12,3,U, ,2,1,2,1,1,1,1,1,1,1,1,1,40,8,2,1,9,2.78048780487805,.927032605454398
201793,2,21,3,R, ,2,2,2,2,1,2,2,2, ,1,2,1,43,3,2,1,6,4.21951219512195,1.40681263810185
201800,2,18,2,U, ,2,2,2,2,2,2,2,2, ,1,2,1,57,2,2,1,2,4.14634146341463,1.38241704322147
201801,2,47,3,U, ,1,1,1,1,1,1,2,2, ,2,2,1,71,8,2,1,99,2.26829268292683,.756263441291746
201805,2,25,1,S, ,2,1,2,1,1,1,1,1,1,1,2,2,28,8,2,1,3,7.14634146341463,2.382636433317
201806,2,13,3,U, ,1,2,2,1,1,1,1,1,1,3,2,1,28,4,2,4,1,6.5609756097561,2.18747167427397
201807,2,12,3,S, ,2,2,2,2,2,1,2,2, ,3,2,2,75,5,2,1,8,1.82926829268293,.609889872009472
201813,2,36,1,S, ,1,1,1,2,2,1,2,2, ,3,2,2,65,8,2,1,7,1.65853658536585,.552966817288588
201814,2,18,2,R, ,1,1,1,1,1,2,1,2, ,3,2,1,21,4,2,3,8,1.8780487804878,.626153601929725
201831,2,36,1,U, ,1,1,1,1,1,2,2,2, ,1,1,1,37,2,2,5,2,7.14634146341463,2.382636433317
201832,2,36,1,S, ,2,2,2,2,1,1,2,2, ,1,2,1,63,8,2,1,9,1.21951219512195,.406593248006315
201833,2,42,1,S, ,2,2,2,2,2,2,2,2, ,3,2,2,70,3,2,1,99,1.41463414634146,.471648167687325
201850,2,42,1,S, ,2,1,1,1,1,1,1,1,1,2,1,2,40,5,2,2,4,5.41463414634146,1.80527402114804
201865,2,36,1,U, ,2,2,2,2,2,2,2,2, ,1,1,2,40,6,2,3,5,7.04878048780488,2.3501089734765
201866,2,34,1,S, ,2,2,2,2,2,2,2,2, ,3,2,1,58,4,2,2,3,3.19512195121951,1.06527430977654
201880,2,51,3,S, ,2,1,2,2,2,1,2,2, ,1,2,2,66,6,2,1,5,1,.333406463365178
201891,2,36,1,S, ,2,2,1,1,1,1,1,1,1,3,2,1,21,4,1,1,8,3.70731707317073,1.2360434739392
201897,2,18,2,R, ,2,2,2,1,1,1,1,1,4,1,2,1,28,6,2,1,99,2.92682926829268,.975823795215156
201905,2,45,3,U, ,2,1,2,2,1,1,2,2, ,1,2,2,50,3,2,1,7,6.53658536585366,2.17933980931385
201914,2,39,2,U, ,2,2,2,2,1,2,2,1,1,1,1,2,31,8,2,1,8,7.14634146341463,2.382636433317
201915,2,12,3,S, ,2,2,2,2,2,2,2,2, ,3,2,2,74,3,2,1,2,2.46341463414634,.821318360972756
201916,2,18,2,S, ,1,1,2,2,1,1,2,2, ,2,2,2,99,3,2,1,4,2.26829268292683,.756263441291746
201920,2,39,2,R, ,1,2,2,1,1,2,2,2, ,1,1,2,42,4,2,1,99,4.26829268292683,1.4230763680221
201922,2,36,1,S, ,2,2,1,1,1,1,2,2, ,1,1,2,29,3,1,1,3,6.87804878048781,2.29318591875562
201928,2,42,1,S, ,1,1,1,1,2,1,2,2, ,1,1,1,36,5,2,1,7,2.51219512195122,.837582090893008
201929,2,37,3,S, ,1,2,2,2,2,2,2,2, ,1,1,1,53,4,2,1,9,3.78048780487805,1.26043906881958
201932,2,35,4,U, ,2,2,1,2,1,2,1,1,1,3,2,1,49,6,1,1,7,2.65853658536585,.886373280653766
201934,2,39,2,S, ,2,2,2,2,1,1,2,2, ,1,2,2,56,8,2,1,9,2.09756097560976,.699340386570862
201944,2,12,3,U, ,2,2,2,2,2,2,2,2, ,3,2,1,62,5,2,1,7,2,.666812926730356
201952,2,6,4,U, ,2,2,1,1,1,1,2,2, ,1,1,1,35,6,2,3,6,2.1219512195122,.707472251530988
201953,2,4,4,U, ,2,1,1,1,1,1,1,1,4,2,1,2,36,8,2,1,9,2.21951219512195,.739999711371493
201955,2,9,1,S, ,1,1,1,2,1,1,2,1,4,1,2,1,99,3,9,9,99,3.70731707317073,1.2360434739392
201962,2,8,4,S, ,1,2,2,2,2,2,2,2, ,3,2,2,63,8,2,1,99,1,.333406463365178
201968,2,22,3,U, ,2,1,1,2,1,1,1,1,4,2,2,2,71,8,2,1,9,1.95121951219512,.650549196810104
201971,2,4,4,U, ,2,2,1,2,2,2,2,2, ,1,2,2,41,4,2,1,4,6.5609756097561,2.18747167427397
201977,2,8,4,R, ,2,2,2,2,8,2,2,2, ,3,2,2,72,3,2,1,99,1.63414634146341,.544834952328462
201989,2,21,3,S, ,1,1,1,2,2,1,1,2, ,1,2,2,53,8,2,1,7,1.73170731707317,.577362412168967
201995,2,6,4,S, ,2,1,1,2,1,2,1,1,1,1,1,1,36,6,2,1,9,1.97560975609756,.65868106177023
202001,2,4,4,U, ,2,2,1,1,2,2,2,2, ,3,2,1,59,3,2,1,5,4.04878048780488,1.34988958338097
202009,2,48,3,S, ,1,1,1,2,1,1,1,1,8,2,2,2,71,4,2,1,6,3.34146341463415,1.1140654995373
202013,2,6,4,S, ,2,2,2,2,2,1,2,2, ,3,1,2,31,3,1,1,1,7.14634146341463,2.382636433317
202014,2,47,3,S, ,2,2,1,1,2,1,1,2, ,3,2,2,48,5,2,2,1,5.39024390243903,1.79714215618791
202020,2,27,2,S, ,2,2,2,2,2,2,2,2, ,3,2,2,60,3,2,1,1,3.87804878048781,1.29296652866008
202021,2,37,3,S, ,1,1,1,2,2,1,2,2, ,1,2,1,56,8,2,1,4,2.36585365853659,.788790901132251
202053,2,40,3,S, ,1,1,1,1,1,1,1,1,1,2,2,2,18,3,2,1,8,3.60975609756098,1.20351601409869
202065,2,6,4,U, ,2,2,1,1,1,2,2,2, ,3,2,1,19,4,2,9,6,2.95121951219512,.983955660175282
202066,2,40,3,S, ,2,2,2,1,2,2,2,2, ,3,2,1,35,3,2,1,3,3.26829268292683,1.08966990465692
202071,2,53,4,R, ,2,1,2,2,2,1,2,2, ,3,2,2,65,6,2,1,4,1,.333406463365178
202080,2,19,2,S, ,2,2,2,1,2,1,2,1,1,1,1,2,36,5,2,2,2,5.48780487804878,1.82966961602842
202093,2,33,1,S, ,1,1,1,2,1,2,1,1,3,1,2,1,35,8,2,1,6,2.19512195121951,.731867846411367
202106,2,6,4,U, ,1,1,1,1,1,1,1,2, ,1,1,1,35,3,1,1,2,7.14634146341463,2.382636433317
202107,2,51,3,S, ,2,1,2,1,1,1,2,2, ,2,1,2,45,6,2,1,8,2.21951219512195,.739999711371493
202109,2,24,3,U, ,1,2,2,2,1,3,2,2, ,3,1,2,30,5,2,1,4,6,2.00043878019107
202111,2,6,4,S, ,1,2,1,1,1,2,2,2, ,1,1,1,40,4,2,1,7,2.5609756097561,.853845820813261
202113,2,6,4,U, ,2,2,2,2,1,2,2,2, ,3,2,1,99,4,2,1,99,4.87804878048781,1.62637299202526
202116,2,13,3,U, ,1,2,1,1,1,2,2,2, ,3,1,2,43,8,2,1,7,2.60975609756098,.870109550733514
202120,2,40,3,R, ,1,1,1,2,2,2,2,2, ,1,2,2,26,3,2,5,3,5.53658536585366,1.84593334594867
202123,2,48,3,S, ,1,2,1,2,1,3,1,2, ,3,2,2,39,4,2,1,2,7.14634146341463,2.382636433317
202131,2,42,1,S, ,2,2,2,2,2,2,2,4, ,1,2,1,53,5,2,1,7,3.14634146341463,1.04901057985629
202140,2,6,4,S, ,1,1,1,1,1,1,1,2, ,1,2,2,58,6,2,2,8,1.24390243902439,.414725112966441
202141,2,31,2,R, ,1,2,1,1,1,1,2,2, ,3,2,2,20,4,2,1,6,1.53658536585366,.512307492487957
202150,2,9,1,U, ,2,2,1,2,1,2,2,2, ,1,2,1,48,6,2,1,5,1.41463414634146,.471648167687325
202163,2,4,4,U, ,2,2,2,2,2,2,2,2, ,1,2,1,61,8,2,1,4,1.95121951219512,.650549196810104
202166,2,37,3,U, ,2,2,2,2,2,1,4,4, ,1,2,2,59,6,2,2,4,2,.666812926730356
202170,2,53,4,S, ,1,2,1,1,1,1,2,2, ,3,1,2,42,6,2,1,7,2.26829268292683,.756263441291746
202173,2,53,4,S, ,2,1,1,1,2,1,2,2, ,1,2,1,55,3,2,1,7,3.68292682926829,1.22791160897907
202193,2,12,3,S, ,1,2,2,1,1,2,1,2, ,1,1,1,30,4,2,1,5,4.19512195121951,1.39868077314172
202194,2,1,3,R, ,2,2,1,1,1,1,2,1,1,2,2,2,21,4,1,6,2,4.92682926829268,1.64263672194551
202195,2,6,4,U, ,2,2,2,2,1,1,2,2, ,3,2,2,86,8,2,9,99,1.09756097560976,.365933923205683
202197,2,5,3,R, ,1,2,1,1,1,2,1,1,1,1,2,1,22,4,2,1,5,2.02439024390244,.674944791690483
202200,2,18,2,R, ,2,1,1,1,1,2,1,1,1,3,2,1,22,4,2,6,8,2.39024390243902,.796922766092377
202206,2,48,3,U, ,2,2,2,2,2,2,2,2, ,2,2,1,67,6,1,6,1,5.17073170731707,1.72395537154677
202207,2,12,3,U, ,2,2,2,2,2,2,2,2, ,3,2,1,82,5,2,1,4,1.31707317073171,.43912070784682
202214,2,13,3,S, ,2,2,1,2,1,2,2,1,4,1,1,1,37,4,2,1,6,4.87804878048781,1.62637299202526
202218,2,29,2,U, ,2,2,1,2,1,1,2,2, ,1,2,1,23,4,2,1,99,1.65853658536585,.552966817288588
202220,2,53,4,S, ,2,2,1,1,1,1,1,2, ,3,2,1,29,4,2,1,99,2.68292682926829,.894505145613893
202225,2,48,3,S, ,1,1,1,2,2,2,2,4, ,1,1,1,47,8,2,1,7,2.70731707317073,.902637010574019
202226,2,55,2,R, ,2,2,1,1,1,2,1,1,4,2,2,1,18,3,2,1,99,1.75609756097561,.585494277129093
202243,2,55,2,R, ,2,2,2,2,2,2,2,2, ,3,2,1,72,3,2,1,3,2,.666812926730356
202246,2,17,2,U, ,2,2,2,2,2,2,2,2, ,3,2,1,57,3,2,1,1,3.19512195121951,1.06527430977654
202247,2,20,2,U, ,2,2,1,2,1,1,1,1,4,3,2,1,19,2,2,2,1,2.31707317073171,.772527171211998
202256,2,48,3,U, ,2,2,2,1,2,2,2,2, ,2,2,1,18,4,2,3,7,4.02439024390244,1.34175771842084
202257,2,8,4,U, ,2,2,2,2,1,2,2,2, ,1,1,1,55,5,2,1,9,1.29268292682927,.430988842886694
202261,2,6,4,U, ,2,1,1,2,1,2,1,2, ,1,1,1,46,8,2,3,4,4.48780487804878,1.49626315266324
202281,2,36,1,S, ,1,1,1,2,2,2,2,2, ,3,2,1,55,3,2,1,99,2,.666812926730356
202292,2,36,1,U, ,2,2,2,2,1,2,9,9, ,2,2,1,32,6,2,1,6,6.73170731707317,2.24439472899486
202302,2,33,1,R, ,2,1,2,2,1,2,1,2, ,1,2,1,62,5,2,1,7,1.31707317073171,.43912070784682
202308,2,9,1,U, ,1,1,1,1,1,2,2,2, ,1,1,1,50,8,2,1,8,1.70731707317073,.569230547208841
202321,2,36,1,S, ,1,2,1,2,1,1,1,2, ,1,2,2,21,4,2,3,4,3.78048780487805,1.26043906881958
202322,2,53,4,R, ,1,1,1,1,1,1,2,1,3,1,2,1,37,3,1,1,7,5.58536585365854,1.86219707586892
202323,2,42,1,U, ,2,2,2,2,1,2,2,2, ,1,2,2,56,3,2,1,8,1.8780487804878,.626153601929725
202325,2,50,1,R, ,1,2,2,2,1,2,2,2, ,1,1,2,48,6,2,1,4,1.78048780487805,.59362614208922
202330,2,34,1,S, ,1,1,1,1,1,2,2,2, ,2,1,2,34,4,2,1,6,5.24390243902439,1.74835096642715
202338,2,36,1,S, ,2,1,2,2,2,1,1,2, ,1,2,1,64,6,2,1,7,1.75609756097561,.585494277129093
202369,2,12,3,U, ,2,2,1,1,1,2,2,2, ,1,2,1,23,6,2,1,99,1.97560975609756,.65868106177023
202376,2,24,3,S, ,2,1,1,2,2,2,2,2, ,3,1,2,37,8,2,1,6,6.14634146341463,2.04922996995183
202380,2,23,1,S, ,1,1,1,2,2,1,2,2, ,1,2,2,52,4,2,1,6,3.5609756097561,1.18725228417844
202423,2,47,3,R, ,2,1,2,2,1,2,2,2, ,1,2,1,57,3,2,1,7,3.07317073170732,1.02461498497591
202426,2,37,3,U, ,2,2,2,2,1,1,2,2, ,1,2,2,65,5,2,1,99,1.21951219512195,.406593248006315
202433,2,12,3,U, ,2,2,2,2,1,2,2,2, ,1,2,1,29,8,2,1,8,6.29268292682927,2.09802115971258
202436,2,37,3,U, ,2,2,2,2,2,2,2,2, ,3,2,1,71,3,2,1,5,4.29268292682927,1.43120823298223
202437,2,24,3,S, ,1,1,2,2,2,2,2,2, ,3,2,1,68,3,2,2,1,3.51219512195122,1.17098855425819
202440,2,23,1,S, ,2,2,2,2,2,2,2,2, ,2,2,1,31,3,2,2,2,3.70731707317073,1.2360434739392
202444,2,12,3,U, ,2,2,2,2,1,1,1,1,1,1,2,2,41,4,2,2,6,7.14634146341463,2.382636433317
202452,2,12,3,S, ,2,2,2,2,2,1,2,2, ,1,2,2,63,3,2,1,3,2.73170731707317,.910768875534145
202454,2,36,1,R, ,2,1,2,2,2,2,2,2, ,2,1,1,59,3,2,1,3,3.21951219512195,1.07340617473667
202461,2,42,1,S, ,2,1,2,2,2,2,2,2, ,1,1,1,69,6,2,1,8,1.19512195121951,.398461383046189
202482,2,42,1,S, ,2,2,1,1,1,1,1,2, ,1,2,2,18,3,1,1,4,3.29268292682927,1.09780176961705
202489,2,13,3,S, ,2,2,2,2,2,2,4,4, ,3,2,2,69,6,2,1,7,1.95121951219512,.650549196810104
202493,2,50,1,R, ,2,2,2,2,1,2,2,2, ,1,2,1,66,3,2,1,5,1.97560975609756,.65868106177023
202497,2,47,3,R, ,2,2,2,1,2,1,2,2, ,3,2,1,62,2,2,1,1,2.34146341463415,.780659036172124
202501,2,48,3,U, ,2,2,2,2,1,1,1,1,1,2,2,2,21,3,2,2,8,5.02439024390244,1.67516418178602
202510,2,29,2,R, ,2,2,2,2,1,1,1,1,1,2,2,1,74,4,2,1,4,2.09756097560976,.699340386570862
202511,2,55,2,R, ,2,2,2,2,2,2,2,2, ,1,2,1,54,8,2,1,5,1.14634146341463,.382197653125936
202517,2,36,1,S, ,2,2,2,1,2,1,2,2, ,1,2,2,58,3,2,1,8,2.90243902439024,.967691930255029
202518,2,44,1,S, ,2,2,1,1,2,1,2,2, ,1,2,2,62,3,2,1,6,2.34146341463415,.780659036172124
202520,2,29,2,R, ,2,2,2,2,2,1,2,2, ,3,2,2,65,5,2,1,99,1,.333406463365178
202523,2,17,2,U, ,1,9,2,1,1,2,2,2, ,1,1,1,32,4,2,1,7,3.60975609756098,1.20351601409869
202527,2,37,3,R, ,2,2,2,2,2,2,2,2, ,3,9,2,53,4,9,5,1,3.02439024390244,1.00835125505566
202537,2,12,3,U, ,2,2,1,2,1,2,1,1,9,1,2,1,28,6,2,1,99,4.31707317073171,1.43934009794235
202543,2,55,2,U, ,2,2,2,1,1,1,1,1,4,2,1,2,38,3,2,1,6,6.65853658536585,2.21999913411448
202544,2,17,2,U, ,2,2,2,2,2,1,4,4, ,1,2,1,56,6,2,1,8,3.63414634146342,1.21164787905882
202551,2,12,3,S, ,2,1,1,1,1,1,1,2, ,1,2,1,22,8,2,2,9,1.31707317073171,.43912070784682
202566,2,24,3,S, ,2,1,1,1,1,1,1,1,1,1,1,1,33,8,2,3,7,2.82926829268293,.94329633537465
202570,2,37,3,U, ,2,2,2,2,1,2,2,2, ,9,2,1,52,9,2,1,99,2.4390243902439,.81318649601263
202571,2,45,3,S, ,2,2,1,1,2,2,1,2, ,1,2,1,24,3,2,1,2,2.41463414634146,.805054631052503
202606,2,17,2,R, ,2,1,1,2,1,1,1,1,1,1,2,1,26,6,2,1,7,2.92682926829268,.975823795215156
202619,2,27,2,U, ,1,1,2,1,1,1,1,2, ,1,2,2,20,5,2,1,4,4.82926829268293,1.61010926210501
202624,2,29,2,S, ,2,2,1,2,2,2,4,4, ,1,2,2,47,2,9,1,2,7.14634146341463,2.382636433317
202629,2,10,3,S, ,1,2,2,1,1,1,2,2, ,1,2,2,28,4,2,1,6,7.14634146341463,2.382636433317
202631,2,19,2,S, ,2,1,1,1,1,2,2,2, ,1,1,1,32,6,2,1,9,2.36585365853659,.788790901132251
202632,2,13,3,S, ,2,2,2,2,8,1,2,2, ,3,2,2,57,3,2,1,3,4.48780487804878,1.49626315266324
202633,2,19,2,R, ,2,2,1,1,1,2,2,2, ,1,2,1,24,5,2,1,4,1.75609756097561,.585494277129093
202648,2,31,2,S, ,2,2,1,2,2,1,2,2, ,3,2,2,27,3,2,1,1,2.75609756097561,.918900740494271
202657,2,6,4,S, ,2,2,1,1,1,2,1,1,4,1,2,1,25,5,2,1,3,5.17073170731707,1.72395537154677
202663,2,26,2,R, ,2,2,2,1,2,1,2,2, ,3,2,2,24,3,1,4,99,1.92682926829268,.642417331849977
202676,2,29,2,S, ,2,2,2,2,1,1,2,2, ,2,2,1,77,4,2,1,5,2.87804878048781,.959560065294903
202683,2,18,2,S, ,1,1,1,1,1,1,1,1,4,1,1,1,37,7,2,1,8,2.21951219512195,.739999711371493
202685,2,22,3,R, ,2,1,2,2,1,2,1,1,1,2,2,1,61,3,2,1,5,2.34146341463415,.780659036172124
202706,2,21,3,U, ,1,2,2,2,1,2,1,2, ,1,1,1,28,3,2,1,5,7.14634146341463,2.382636433317
202708,2,51,3,U, ,2,2,2,2,8,2,2,2, ,2,1,2,48,3,2,2,3,7.14634146341463,2.382636433317
202709,2,11,3,U, ,2,2,1,1,1,2,2,2, ,1,2,1,34,4,2,4,4,7.14634146341463,2.382636433317
202710,2,21,3,R, ,2,2,2,1,2,2,2,2, ,1,2,1,41,3,2,1,3,2.60975609756098,.870109550733514
202734,2,6,4,S, ,2,2,2,2,8,2,2,2, ,2,2,2,64,2,2,2,1,2.46341463414634,.821318360972756
202735,2,12,3,S, ,2,2,1,1,2,2,2,4, ,1,2,1,50,2,2,1,4,5.60975609756098,1.87032894082905
202736,2,33,1,U, ,2,1,2,1,2,2,2,2, ,1,2,1,54,4,2,6,3,4.53658536585366,1.51252688258349
202737,2,51,3,S, ,1,2,2,2,2,1,2,2, ,3,2,1,62,5,2,1,6,2.48780487804878,.829450225932882
202746,2,13,3,R, ,1,2,2,2,1,2,2,2, ,3,2,2,42,3,2,1,1,5.87804878048781,1.95977945539044
202753,2,42,1,S, ,2,2,2,2,2,2,2,2, ,1,2,1,67,3,2,1,99,4.02439024390244,1.34175771842084
202764,2,30,4,S, ,2,1,1,2,1,2,2,1,1,1,2,1,66,4,2,1,4,2.07317073170732,.691208521610735
202769,2,31,2,S, ,1,1,1,1,1,1,1,1,1,1,1,1,27,3,2,1,7,6.51219512195122,2.17120794435372
202772,2,6,4,S, ,2,2,2,2,2,2,2,2, ,2,2,2,99,6,2,1,1,3.78048780487805,1.26043906881958
202773,2,38,2,U, ,2,1,1,1,1,1,2,2, ,2,2,1,21,5,2,1,2,1.75609756097561,.585494277129093
202776,2,6,4,S, ,1,1,1,2,1,2,1,2, ,1,1,1,99,6,2,1,6,1.19512195121951,.398461383046189
202811,2,6,4,S, ,1,1,1,1,1,8,1,2, ,3,2,2,62,8,2,1,9,1.26829268292683,.422856977926567
202816,2,17,2,R, ,2,2,2,2,2,2,2,2, ,1,2,2,60,3,2,1,5,1.90243902439024,.634285466889851
202824,2,6,4,S, ,1,1,1,2,1,1,2,2, ,3,2,2,62,6,2,1,4,1.53658536585366,.512307492487957
202832,2,31,2,R, ,2,2,1,1,2,1,2,2, ,3,2,1,18,3,2,1,5,1.60975609756098,.536703087368336
202842,2,41,4,U, ,1,2,2,1,2,1,1,1,4,1,2,1,24,4,2,5,1,1.14634146341463,.382197653125936
202845,2,32,4,S, ,1,1,1,1,1,1,1,1,1,3,1,1,25,3,2,2,5,3.68292682926829,1.22791160897907
202848,2,9,1,U, ,1,2,1,1,1,1,1,1,3,1,2,2,28,6,2,1,5,7.14634146341463,2.382636433317
202856,2,53,4,S, ,2,1,1,1,1,1,1,1,9,1,1,2,33,6,2,1,7,4.73170731707317,1.5775818022645
202858,2,6,4,S, ,1,2,1,2,2,1,4,4, ,2,1,2,47,6,2,1,8,2.21951219512195,.739999711371493
202861,2,6,4,S, ,8,2,2,2,2,2,2,2, ,3,2,1,60,4,2,1,2,1.5609756097561,.520439357448083
